mutational_propensity	cancer_type	gene	variant	Immune_cell_type	Beta_value	Weak	WeakFDR	P	FDR
MP5	pan-cancer	IGFL1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	80.79422822202	0.049171410469671	0.078227660630888	0.059297645518137	0.097220558349503
MP3	COAD	IGSF9B	Somatic_Nsy_mutations	NK_Cells_Activated	49.6792883689673	1.74539289725101E-05	0.000296716792533	0.001750052559443	0.029750893510533
MP4	UCEC	IL16	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	17.3316748428055	0.000116862354118	0.000862555470872	0.006044772642642	0.043841734294485
MP2	pan-cancer	IL17RC	TSS_methylation	Neutrophils	-73.0977439828646	0.002085081312637	0.002850414626813	0.050730640691103	0.079924380716684
MP6	UCEC	IL17REL	SCNAs	Mast_Cells_Resting	-30.7659453899975	0.005604724125513	0.015540371438923	0.022919780295293	0.082241564588993
MP6	pan-cancer	IL19	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	31.8444926470877	0.000447261130093	0.001507390974284	0.006901132625709	0.0333969417351
MP2	pan-cancer	IL22	TSS_methylation	Neutrophils	-62.1647596708362	0.000118748651174	0.000313788335225	0.027877634417321	0.071072100586721
MP2	pan-cancer	IL2RB	TSS_methylation	Neutrophils	-70.5311632323426	0.000831154231563	0.001276415427043	0.038005844630352	0.071907058040626
MP5	pan-cancer	IL31RA	Somatic_Nsy_mutations	Macrophages_M1	100.462522474335	0.000559152533191	0.018114697259308	0.001294054392744	0.058072651710173
MP5	pan-cancer	IL31RA	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	63.8867556192978	1.54622593898087E-06	2.50492093499474E-05	1.00094042707963E-05	0.000282265200436
MP1	UCEC	IL31RA	SCNAs	B_Cells_Memory	-46.691771951308	0.004935929099684	0.020689933698743	0.008561290335008	0.063026565845177
MP1	UCEC	IL31RA	SCNAs	T_Cells_Follicular_Helper	33.6652753767543	0.002971232953653	0.01621797987202	0.006335799424579	0.040657649401159
MP1	UCEC	IL31RA	SCNAs	Mast_Cells_Resting	-42.4325335884076	0.005591126722248	0.020926788588987	0.010586321965797	0.055472327100776
MP1	UCEC	IL31RA	SCNAs	T_Cells_CD8	28.8678902319587	0.01033773356549	0.024182912447843	0.012236666067901	0.04110264756141
MP4	UCEC	IL31RA	SCNAs	T_Cells_Follicular_Helper	13.5189669619927	0.00030829691134	0.005018019197957	0.026987418577176	0.078429814510547
MP4	UCEC	IL31RA	SCNAs	T_Cells_CD8	12.1487688801769	0.002958308600701	0.007763647130938	0.025525922244928	0.046884346980479
MP4	UCEC	IL31RA	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	19.3693225018316	0.003337911225831	0.009949543076995	0.024638943017832	0.075411347330997
MP5	pan-cancer	IL6R	Somatic_Nsy_mutations	Macrophages_M1	50.0629644692315	0.000899311211455	0.018114697259308	0.007019485454809	0.07331462586134
MP2	pan-cancer	IMPDH2	TSS_methylation	Neutrophils	-52.7473779072068	0.000107870693075	0.000298379168565	0.049117111079076	0.079407254327193
MP2	pan-cancer	INCENP	TSS_methylation	Neutrophils	-55.1005612351702	5.30908970748623E-05	0.000268541611507	0.033985652313619	0.071072100586721
MP6	pan-cancer	INHBE	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	36.5334285618534	0.00036963216093	0.001354940063486	0.00391195656151	0.023130016600132
MP3	COAD	INPP5F	Somatic_Nsy_mutations	NK_Cells_Activated	79.5564515913815	0.011616185061529	0.043883365788	0.022931949774309	0.089625137893377
MP5	UCEC	INTU	Somatic_Nsy_mutations	Macrophages_M1	127.121569333995	0.000455172007546	0.007117235027089	0.001117102701625	0.019936916533641
MP5	UCEC	INTU	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	78.6648804099209	0.005999084163397	0.018425758501863	0.007122999385149	0.026633823787947
MP4	UCEC	IPO11	SCNAs	T_Cells_Follicular_Helper	20.3230584818827	0.000346557487867	0.005018019197957	0.005320371836013	0.059087377738836
MP4	UCEC	IPO11	SCNAs	T_Cells_CD8	13.8173070732875	8.0948930110891E-05	0.001214233951663	0.001689718063986	0.010626163244762
MP2	pan-cancer	IRF7	TSS_methylation	Neutrophils	-62.4458900755595	3.91979505073154E-05	0.000250549062026	0.018498554226086	0.071072100586721
MP4	UCEC	IRF8	SCNAs	T_Cells_CD8	18.1507639557265	0.00517426548101	0.01082985798351	0.010817036755353	0.0286333325877
MP4	UCEC	IRF8	SCNAs	T_Cells_Follicular_Helper	26.6718710362642	0.010890281823005	0.032783667193062	0.025482363764801	0.078429814510547
MP4	UCEC	IRF8	SCNAs	Mast_Cells_Resting	-28.0828971583324	0.001292369386288	0.012923693862883	0.011779236715376	0.089330055939681
MP5	pan-cancer	ISOC1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	40.1338332058182	0.00714940446176	0.016391317546473	0.02603590712085	0.052443755771998
MP6	pan-cancer	ISOC1	TSS_methylation	Neutrophils	-43.414375931681	1.43405055636789E-06	5.3776895863796E-06	0.020910159164836	0.049868999915606
MP6	pan-cancer	ISOC1	TSS_methylation	Mast_Cells_Activated	-21.1932886352159	0.000219554958146	0.000608682774135	0.031765493078857	0.073508209789936
MP6	pan-cancer	ISOC1	TSS_methylation	Eosinophils	-129.229747558797	8.47380490193904E-06	0.0001004587102	0.024220018648978	0.061216617812143
MP6	pan-cancer	ISOC1	SCNAs	Macrophages_M1	-58.5428341892949	0.002026818520436	0.017372730175164	0.006829407331279	0.058537777125249
MP6	pan-cancer	ISOC1	SCNAs	Mast_Cells_Resting	43.469074839622	0.003911815621497	0.019559078107485	0.010444618328813	0.078334637466097
MP1	pan-cancer	ITGA2	SCNAs	Macrophages_M2	12.5517446063054	0.000185946937533	0.001759344101278	0.003120312523848	0.031983203369438
MP1	pan-cancer	ITGA2	SCNAs	Mast_Cells	27.2359633315842	0.00173278710235	0.00666040042466	0.007035301519768	0.033282387958903
MP1	pan-cancer	ITGA2	SCNAs	Macrophages_M1	-41.9850435846994	0.001561012823148	0.006000143038975	0.007025011856304	0.039276202651154
MP1	pan-cancer	ITGA2	SCNAs	Mast_Cells_Resting	23.8103405584585	0.000104842907255	0.001289567759235	0.001852223362181	0.022782347354831
MP1	pan-cancer	ITGA2	SCNAs	Macrophages_M0	-11.1316274426503	2.80778023577075E-06	0.000120447707243	0.000717743581494	0.008828246052379
MP2	pan-cancer	ITGA7	TSS_methylation	Neutrophils	-80.2803443961012	0.005139766381905	0.006347544382875	0.060631744923583	0.086381973942334
MP6	pan-cancer	ITIH5	TSS_methylation	Neutrophils	-32.5844690652535	4.03592177860363E-06	1.08105047641169E-05	0.080092023080313	0.098171638498335
MP1	pan-cancer	ITIH5	SCNAs	Mast_Cells	16.9327216025452	4.16109378349586E-05	0.000406798325726	0.003506913064662	0.020540490807308
MP1	pan-cancer	ITIH5	SCNAs	Macrophages_M1	-32.2460535157177	0.000818842520807	0.00419743553802	0.009288709597991	0.043910597072895
MP1	pan-cancer	ITIH5	SCNAs	Mast_Cells_Resting	20.8432570173143	0.000320119152714	0.002072350304414	0.006244005810535	0.032000529778994
MP5	pan-cancer	ITM2B	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	59.3099496304247	0.002082467169006	0.006181639385892	0.004832919546052	0.015564640308625
MP5	pan-cancer	JAM3	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	67.0798426491949	0.001150452143846	0.003772412843773	0.002409622383812	0.009707335889071
MP6	UCEC	JMJD4	SCNAs	B_Cells_Memory	-26.7721030095151	0.000761513514881	0.002212015447988	0.017743355219986	0.056965508864166
MP2	pan-cancer	JOSD1	TSS_methylation	Neutrophils	-94.1363436777954	0.000982778381325	0.00146180557977	0.016544584246594	0.071072100586721
MP1	pan-cancer	JPH3	SCNAs	Mast_Cells	-14.1892953334902	0.000270049096477	0.0014441756029	0.026328855343483	0.084345870385412
MP1	pan-cancer	JPH3	SCNAs	Mast_Cells_Resting	-18.3797746062779	0.0023728188793	0.006948969575094	0.040602656588848	0.094228806800533
MP2	pan-cancer	JSRP1	TSS_methylation	Neutrophils	-52.6274083944047	3.40456833056972E-05	0.000244212712267	0.035616069768566	0.071072100586721
MP6	UCEC	KCNA3	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	43.1744283818817	0.002982541318117	0.014561819376688	0.007062323728723	0.050971553868178
MP2	pan-cancer	KCNAB2	TSS_methylation	Neutrophils	-103.927872322727	0.005354276760159	0.006578111448195	0.034054476640926	0.071072100586721
MP2	pan-cancer	KCNJ1	TSS_methylation	Neutrophils	-52.4034723682495	1.6323259377598E-05	0.000225772977851	0.029445991818936	0.071072100586721
MP5	pan-cancer	KCNJ15	Somatic_Nsy_mutations	Macrophages_M1	61.2028146718468	0.002404270701176	0.02607708991276	0.009041943465113	0.077267516883697
MP5	pan-cancer	KCNJ15	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	32.394277066708	3.57307348093345E-07	9.16006110566575E-06	0.000134467815442	0.00139723545429
MP1	pan-cancer	KCNK7	SCNAs	Macrophages_M1	-24.6184770753234	0.0002229863864	0.002301632167045	0.011780891897606	0.043910597072895
MP5	UCEC	KCNN3	SCNAs	B_Cells_Memory	-37.1560213927545	2.96983562902511E-05	0.001069140826449	0.002851035363967	0.071097631629843
MP4	UCEC	KCNN3	SCNAs	T_Cells_CD8	14.2717645544161	0.013948787059757	0.02414213144958	0.041845179493627	0.06276776924044
MP6	UCEC	KCNQ3	Somatic_Nsy_mutations	Macrophages_M1	71.013629170593	6.63600019683748E-05	0.002610708137225	0.000689794055889	0.033627724279455
MP2	pan-cancer	KCNQ4	TSS_methylation	Neutrophils	-66.5295578521881	0.001320449698227	0.001892644567459	0.054655920583754	0.082070636305129
MP5	pan-cancer	KCNV2	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	32.3819851204022	6.75010892706935E-05	0.000413811025529	0.002651460825585	0.01038488823354
MP5	UCEC	KDM1B	Somatic_Nsy_mutations	Macrophages_M1	100.05873897127	0.001048122027169	0.009952258753591	0.003202415914295	0.028990291434668
MP5	UCEC	KDM1B	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	82.3250710134404	0.05520916920887	0.095509205402435	0.055219398977594	0.09691728983532
MP5	UCEC	KDM5A	Somatic_Nsy_mutations	Macrophages_M1	110.701600691022	0.000167835107404	0.005773527694707	0.000671837254278	0.019936916533641
MP5	UCEC	KDM5A	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	39.1972298428211	4.29114739629766E-08	7.38077352163197E-06	1.32215095345956E-05	0.00227409963995
MP6	UCEC	KDM5A	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	29.7229136295778	2.88166871301711E-06	0.00011958925159	0.000189569677224	0.007429088951314
MP6	UCEC	KDM5A	Somatic_Nsy_mutations	Macrophages_M1	90.9004675470892	0.00197941146091	0.010952743417038	0.004745738273215	0.036708807082673
MP6	UCEC	KDM5B	SCNAs	B_Cells_Memory	-38.6720770016207	0.000862569281721	0.002391669372044	0.005771493570357	0.022917433870314
MP6	UCEC	KDM5B	Somatic_Nsy_mutations	Macrophages_M1	89.0879962502075	0.018279275752629	0.043976228622266	0.030118685375764	0.080640351167369
MP6	pan-cancer	KIAA0368	Somatic_Nsy_mutations	Macrophages_M1	65.9456489290707	0.00025571149815	0.00257309695013	0.001130836814504	0.026953746678553
MP6	pan-cancer	KIAA0368	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	40.305372794651	3.68898774168045E-07	8.88253752117024E-06	2.32102495840837E-05	0.001245616727679
MP3	UCEC	KIAA0556	Somatic_Nsy_mutations	Macrophages_M1	63.4358347883605	0.014301809743567	0.039046210728468	0.042255760666839	0.098216092360761
MP3	UCEC	KIAA0556	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	26.5534661469289	0.006985029175961	0.01969549210271	0.01804557789145	0.0383190049053
MP6	pan-cancer	KIAA0586	Somatic_Nsy_mutations	T_Cells_CD8	41.8458809184017	0.000152682914567	0.004916389849064	0.000456452295373	0.073488819555048
MP6	pan-cancer	KIAA0586	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	51.1712342148617	3.86197283529141E-07	8.88253752117024E-06	7.29021906134918E-06	0.001173725268877
MP6	pan-cancer	KIAA0586	Somatic_Nsy_mutations	Macrophages_M1	75.3999497566995	4.97903692974232E-05	0.001002031182111	0.000223907696894	0.012769527957909
MP4	pan-cancer	KIAA0753	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	47.40005867699	0.000937871068525	0.007432445299229	0.003213462620049	0.050623831237108
MP5	pan-cancer	KIAA1024	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	67.1634307776287	0.002034699992829	0.006104099978487	0.003949135450256	0.014463067493144
MP5	pan-cancer	KIAA1143	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	57.34872277713	0.018028103327659	0.034120302942281	0.031033494328603	0.059775886872468
MP3	UCEC	KIAA1211	SCNAs	Mast_Cells_Resting	-27.9020198002744	0.000209564675472	0.00093270031274	0.006282238846945	0.018581768592702
MP3	UCEC	KIAA1211	SCNAs	B_Cells_Memory	-43.8348221497311	0.009987845970543	0.023883979494776	0.031750870801222	0.087314894703361
MP3	UCEC	KIAA1211	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	49.1238683173137	0.053184969197457	0.080810443472278	0.049457017545377	0.076636099259504
MP4	UCEC	KIAA1217	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	22.6207264639321	0.000339637640959	0.001966405086484	0.003591871179862	0.037556109549046
MP4	UCEC	KIAA1217	Somatic_Nsy_mutations	T_Cells_CD8	19.7905228625471	0.002221238028342	0.025939731863955	0.004449109910336	0.082261808802843
MP4	UCEC	KIAA1217	Somatic_Nsy_mutations	Macrophages_M1	52.0039206842889	0.000506154285759	0.005061748919447	0.004414376281538	0.073045113408698
MP5	COAD	KIAA1586	Somatic_Nsy_mutations	Macrophages_M1	56.2620131509508	0.00560264030162	0.014437765271678	0.018827133541239	0.051964106709982
MP5	COAD	KIAA1586	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	49.2722679338428	0.00590630186251	0.020672056518783	0.013708348440467	0.052652521438804
MP1	pan-cancer	KIAA1755	TSS_methylation	Mast_Cells_Resting	18.3522828951109	3.05596685343656E-05	9.58130250825367E-05	0.002845049354699	0.005690098709398
MP1	pan-cancer	KIAA1755	TSS_methylation	Neutrophils	-65.0458516970604	9.07339322933218E-06	1.81467864586644E-05	0.00318516760263	0.012740670410519
MP1	pan-cancer	KIAA1755	TSS_methylation	Mast_Cells_Activated	-33.3911328905879	0.001046090646425	0.00209218129285	0.011296726961406	0.04503460634136
MP1	pan-cancer	KIAA1755	TSS_methylation	T_Cells_CD8	20.2573224882004	0.005377562272404	0.010755124544808	0.021427486129349	0.085709944517395
MP3	UCEC	KIAA2026	Somatic_Nsy_mutations	T_Cells_CD8	33.8487113121038	0.003817581294895	0.056345312566382	0.003602330744717	0.077450111011413
MP3	UCEC	KIAA2026	Somatic_Nsy_mutations	Macrophages_M1	102.142462577238	0.006243065550182	0.024046250089415	0.010782864041801	0.055928603926765
MP3	UCEC	KIAA2026	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	35.8456235276074	0.000297559931745	0.001827868152147	0.000602980691096	0.005185633943428
MP3	UCEC	KIF20A	SCNAs	Mast_Cells_Resting	-34.5973082461401	0.022367721316271	0.033755747256398	0.058716290551442	0.089705443898037
MP3	UCEC	KIF20A	SCNAs	T_Cells_CD8	22.9841085638206	0.035379691160138	0.060808844181488	0.048079145851744	0.083037668407198
MP2	pan-cancer	KIF3C	TSS_methylation	Neutrophils	-84.7960388270699	0.000487134145768	0.000840928653096	0.016120212870109	0.071072100586721
MP3	pan-cancer	KIF4B	SCNAs	Plasma_Cells	-26.0089269878071	0.000584473081013	0.002435304504221	0.016341399108986	0.068089162954108
MP3	pan-cancer	KIF4B	SCNAs	Macrophages_M2	12.5977572150611	0.000944975006775	0.008365299917326	0.022006378872662	0.078594210259509
MP3	pan-cancer	KIF4B	SCNAs	Macrophages_M0	-10.5585978892983	1.12883159401065E-05	7.78854178320299E-05	0.007045979167901	0.020940761622511
MP3	pan-cancer	KIF4B	SCNAs	Mast_Cells	25.8136962342051	0.004187215215168	0.014954340054172	0.030025208725683	0.080140152976536
MP3	UCEC	KIF7	SCNAs	Mast_Cells_Resting	-34.1258007320078	0.004491097733692	0.009686681386394	0.020124658658388	0.039530579507548
MP3	UCEC	KIF7	SCNAs	T_Cells_CD8	20.9482776130183	0.004564438927734	0.014345379487165	0.010500574317405	0.028129879186448
MP3	UCEC	KIF7	SCNAs	B_Cells_Memory	-33.1706153349466	0.001186294519534	0.004507267663488	0.016517715792128	0.051879307025705
MP3	UCEC	KIF7	SCNAs	T_Cells_Follicular_Helper	38.4349632879313	0.042104959798512	0.08906818418916	0.04556271974843	0.096998292176761
MP3	UCEC	KIF7	Somatic_Nsy_mutations	Macrophages_M1	77.4536902098244	0.004731086022448	0.019374923710978	0.013006652075992	0.055928603926765
MP6	UCEC	KIR2DL1	Somatic_Nsy_mutations	Macrophages_M1	77.4882666254724	0.015894479944228	0.039977025314271	0.031528979957629	0.08173445908263
MP5	pan-cancer	KIR2DL4	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	33.5428992823874	1.57907892938112E-06	2.50492093499474E-05	0.000247801298554	0.001896035439712
MP5	pan-cancer	KIR3DL1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	34.6886189003978	6.55841173265905E-05	0.000410993801913	0.001905544212984	0.008529578858118
MP5	pan-cancer	KIR3DL1	Somatic_Nsy_mutations	Macrophages_M1	44.1444756823869	0.000378666437043	0.017797322541001	0.005801101585474	0.065436425884151
MP6	pan-cancer	KIR3DL3	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	29.245350960217	0.000733337893215	0.002315047074658	0.012212763255779	0.039325097683608
MP5	pan-cancer	KLB	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	95.0795025317166	0.007681296915057	0.017329005840368	0.009737000834808	0.025662002200149
MP6	pan-cancer	KLF7	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	19.6178327191471	8.07356677409501E-10	6.49922125314648E-08	0.000288341304672	0.006631850007452
MP4	UCEC	KLF9	SCNAs	T_Cells_Follicular_Helper	45.7707497879238	0.029700851966125	0.055689097436485	0.03393365544614	0.081661507633316
MP4	UCEC	KLF9	SCNAs	T_Cells_CD8	20.6076315735667	0.000258039387156	0.001451471552752	0.00064718901644	0.009580417340203
MP2	pan-cancer	KLHL1	TSS_methylation	Neutrophils	-64.0469498819903	0.000863484608089	0.001309064806494	0.051905521079647	0.080329531297658
MP4	UCEC	KLHL22	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	31.1134739502131	0.021283311551761	0.04094908526456	0.035404042790975	0.081904875113451
MP3	pan-cancer	KLHL25	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	36.8512842070709	8.66137967453313E-06	8.83460726802379E-05	0.000509877052999	0.006500932425736
MP3	pan-cancer	KLHL25	Somatic_Nsy_mutations	B_Cells_Memory	-91.5774562515177	0.008287550045687	0.049110217231915	0.016298122410688	0.094755664223185
MP4	UCEC	KLHL38	SCNAs	T_Cells_CD8	21.167917647599	0.019091925299364	0.030683451373978	0.024694971356232	0.046303071292935
MP4	UCEC	KLHL38	SCNAs	T_Cells_Follicular_Helper	17.6341822341828	0.000126092434306	0.003121273555658	0.005642868180854	0.059087377738836
MP4	UCEC	KLHL38	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	16.9973844993447	0.00072038181682	0.003489349425221	0.016367610068549	0.071329249441628
MP4	UCEC	KLHL38	Somatic_Nsy_mutations	T_Cells_CD8	14.0726518771461	0.002228231557114	0.025939731863955	0.012992644701025	0.094164133660444
MP2	pan-cancer	KLK10	TSS_methylation	Neutrophils	-67.5437529803317	0.000467156884582	0.000812372082379	0.034597637772211	0.071072100586721
MP2	pan-cancer	KLK11	TSS_methylation	Neutrophils	-73.3387976673418	0.000315320355995	0.00059898204171	0.022069998894897	0.071072100586721
MP1	UCEC	KLKB1	SCNAs	B_Cells_Memory	-39.5631864134314	0.010332090995214	0.031476835357514	0.019494101965005	0.077385677497442
MP1	UCEC	KLKB1	SCNAs	T_Cells_Follicular_Helper	27.5335311460463	0.004966334799292	0.021686328623577	0.013093529097074	0.059146631438507
MP1	UCEC	KLKB1	SCNAs	Mast_Cells_Resting	-23.5930395849303	9.64507117788937E-05	0.002527008648607	0.00243000852966	0.036276362467568
MP1	UCEC	KLKB1	SCNAs	T_Cells_CD8	25.7906981335396	0.026581142855563	0.047055806947009	0.03188037140039	0.072005666438812
MP5	pan-cancer	KNTC1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	51.0252708076467	2.01428865403421E-11	5.68029400437647E-09	5.92285148782019E-09	1.67024411956529E-06
MP5	pan-cancer	KNTC1	Somatic_Nsy_mutations	Macrophages_M1	106.364193419445	0.000318911979579	0.017797322541001	0.000743615818283	0.058072651710173
MP5	pan-cancer	KNTC1	Somatic_Nsy_mutations	T_Cells_CD8	54.3289337972377	0.000654018863537	0.021816624924141	0.00123520555539	0.07595939786754
MP3	UCEC	KRT2	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	31.8271568861794	0.008256494633425	0.020884074661016	0.013654693556597	0.033909841915093
MP3	UCEC	KRT27	SCNAs	Mast_Cells_Resting	-42.6046440247933	0.000671120468944	0.002460775052794	0.002945618695524	0.013500752354484
MP3	UCEC	KRT27	SCNAs	T_Cells_Follicular_Helper	46.0644289269089	0.011431155425011	0.034928530465311	0.011080606606018	0.039318281505225
MP3	UCEC	KRT27	SCNAs	T_Cells_CD8	37.499583594439	0.01907365765121	0.039586836634588	0.016422326192516	0.037634497524516
MP3	UCEC	KRT27	Somatic_Nsy_mutations	Macrophages_M1	44.6537167276774	0.000329259068038	0.00450513473841	0.012771321563797	0.055928603926765
MP3	UCEC	KRT27	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	27.0777813397492	0.006947604906507	0.01969549210271	0.017093978783045	0.037641378046169
MP5	pan-cancer	KRT33A	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	31.3932027411376	0.00200249453102	0.006072080190835	0.021183797911408	0.047411357230294
MP2	pan-cancer	KRT34	TSS_methylation	Neutrophils	-67.3011556719253	0.001220349052973	0.00178707461937	0.051237046396292	0.079983904110383
MP3	UCEC	KRT34	SCNAs	T_Cells_CD8	31.9753119443658	0.005232100340371	0.015554892903805	0.005190583650904	0.017842631299983
MP3	UCEC	KRT34	SCNAs	Mast_Cells_Resting	-44.642938691863	0.001038221937736	0.003086605760835	0.003630856886418	0.014264080625215
MP3	UCEC	KRT34	SCNAs	T_Cells_Follicular_Helper	45.2122196617906	0.009073710523336	0.028517375930484	0.008993220155486	0.036639045077906
MP3	UCEC	KRT34	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	36.3500087740038	0.00941188946859	0.02193276834446	0.012167994183917	0.03171053029748
MP3	UCEC	KRT38	SCNAs	Mast_Cells_Resting	-44.642938691863	0.001038221937736	0.003086605760835	0.003630856886418	0.014264080625215
MP3	UCEC	KRT38	SCNAs	T_Cells_Follicular_Helper	45.2122196617906	0.009073710523336	0.028517375930484	0.008993220155486	0.036639045077906
MP3	UCEC	KRT38	SCNAs	T_Cells_CD8	31.9753119443658	0.005232100340371	0.015554892903805	0.005190583650904	0.017842631299983
MP3	UCEC	KRT4	Somatic_Nsy_mutations	Macrophages_M1	68.5824741427445	0.002357722661586	0.014483153492597	0.01011189841222	0.055928603926765
MP3	UCEC	KRT4	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	31.7186524104747	0.002493711035255	0.009402443165768	0.005009117648783	0.019740507771639
MP4	UCEC	KRT4	Somatic_Nsy_mutations	Macrophages_M1	46.4269327705195	0.001268436958283	0.008548162110165	0.01151613376838	0.073045113408698
MP4	UCEC	KRT4	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	17.8918812632371	0.000164744787906	0.001110236614147	0.00622269777083	0.043841734294485
MP6	pan-cancer	KRT6C	TSS_methylation	Neutrophils	-50.9140910641704	4.15580393935289E-07	3.11685295451466E-06	0.006426556796878	0.049868999915606
MP6	pan-cancer	KRT6C	TSS_methylation	Mast_Cells_Activated	-23.4766843366739	3.97104887026817E-05	0.000229098973285	0.010900536026774	0.073508209789936
MP6	pan-cancer	KRT6C	TSS_methylation	Eosinophils	-174.963236076998	5.25479970632517E-05	0.000171352164337	0.012041444953169	0.061216617812143
MP6	pan-cancer	KRT77	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	49.6570291249326	0.013934358449865	0.025493542163957	0.029640481802039	0.068248173915668
MP1	BRCA	KRT78	SCNAs	T_Cells_CD4_Memory_Activated	-183.952397452856	0.023631709153377	0.035447563730066	0.057431662244929	0.086147493367393
MP1	BRCA	KRT78	SCNAs	Mast_Cells_Resting	12.2673743942806	0.000190724253404	0.000343303656127	0.011275081223415	0.020295146202147
MP1	BRCA	KRT78	SCNAs	Macrophages_M1	-25.7032545804911	0.00283594087303	0.004253911309545	0.025377211538257	0.038065817307385
MP1	BRCA	KRT78	SCNAs	Mast_Cells	13.660688006998	0.000566650500937	0.001019970901686	0.014769812434357	0.026585662381842
MP1	BRCA	KRT78	SCNAs	Macrophages_M2	6.21303961129736	1.09877668484048E-05	2.61957710975726E-05	0.010484596473568	0.023590342065528
MP1	BRCA	KRT78	SCNAs	T_Cells_Follicular_Helper	-19.2546838804358	3.91315026384174E-06	3.52183523745757E-05	0.009027834254181	0.020312627071907
MP5	pan-cancer	KRTAP5-8	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	36.9131857622378	0.002619156036976	0.007386020024273	0.015919575179483	0.039159959001955
MP2	pan-cancer	KSR1	TSS_methylation	Neutrophils	-57.9387940407546	7.53434956543328E-06	0.000178187367222	0.014957849120928	0.071072100586721
MP5	pan-cancer	KTN1	Somatic_Nsy_mutations	Macrophages_M1	50.5664547863218	2.46699113910903E-05	0.005822936068468	0.000621773631546	0.058072651710173
MP2	pan-cancer	L3MBTL3	TSS_methylation	Neutrophils	-55.3464548364587	2.33929061771935E-05	0.000244212712267	0.02605939032179	0.071072100586721
MP2	pan-cancer	L3MBTL4	TSS_methylation	Neutrophils	-118.810493195964	0.01464670661936	0.016815272405236	0.050135019102681	0.079407254327193
MP2	pan-cancer	LAG3	TSS_methylation	Neutrophils	-59.630224378841	9.73151431126925E-05	0.000284801181362	0.030489967006333	0.071072100586721
MP2	pan-cancer	LAMB2	TSS_methylation	Neutrophils	-122.858384885544	0.022052091632756	0.024658721849393	0.062970069575291	0.088382323172441
MP3	UCEC	LAMC3	SCNAs	B_Cells_Memory	-42.9006112320936	0.001311205138469	0.004507267663488	0.008343184144845	0.040601467497725
MP3	UCEC	LAMC3	SCNAs	Mast_Cells_Resting	-33.4684119259006	0.000175434733003	0.000839035679579	0.002654003280539	0.013225221347446
MP3	UCEC	LAMC3	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	26.5663145872797	3.50030888258844E-05	0.000463117790619	0.000385725948671	0.004146553948218
MP4	UCEC	LAMC3	SCNAs	T_Cells_CD8	21.3149934402566	0.015271889863152	0.025933397880824	0.019997117517469	0.040903194922096
MP5	UCEC	LATS1	Somatic_Nsy_mutations	Macrophages_M1	125.015636675903	0.004653574621512	0.021063548286845	0.00744023618266	0.037638841865221
MP5	UCEC	LATS1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	45.7384503775892	9.90128153095123E-05	0.001135346948882	0.000612647904195	0.006537954557962
MP6	UCEC	LATS1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	30.4844694884206	3.74457812087621E-05	0.000590541955685	0.000795441356477	0.012120147621717
