sigs	drug	P	OR	X2.5..	X97.5..	r2	FDR	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME
Tobacco	292	0.606916671974263	1.02878614023731	0.923056795437098	1.14662600132117	0.000921274443700604	0.851379972307704	Masitinib	KIT, PDGFRA, PDGFRB	RTK signaling
APOBEC	292	0.398780741168776	0.944380406829683	0.826527716966027	1.07903744120955	-0.000356854631466064	0.965901097952808	Masitinib	KIT, PDGFRA, PDGFRB	RTK signaling
NpCpG	292	0.240119927349012	0.917366967304911	0.794198366350721	1.0596372246006	0.00582316559459095	0.483260231142666	Masitinib	KIT, PDGFRA, PDGFRB	RTK signaling
MMR	292	0.0505969744280851	0.90650139050368	0.821533862375369	1.00025672540037	0.0156930039993313	0.122659331946873	Masitinib	KIT, PDGFRA, PDGFRB	RTK signaling
EPP2	292	0.480473830507245	0.957497286374297	0.848399023025294	1.08062483399018	0.0155505964210276	0.97011631765142	Masitinib	KIT, PDGFRA, PDGFRB	RTK signaling
EPP1	293	0.205344407351836	0.850234771245143	0.660172591755638	1.09501541757714	-0.0524680034309108	0.830407215421263	Amuvatinib	KIT, PDGFRA, FLT3	RTK signaling
Tobacco	293	0.0201037640885313	0.836777716359328	0.720180970894765	0.972251385267228	0.0441355155829233	0.255903184927608	Amuvatinib	KIT, PDGFRA, FLT3	RTK signaling
APOBEC	293	0.451699653746283	0.931147559944988	0.772848583675706	1.12187017833149	0.0125606031417662	0.966239807409131	Amuvatinib	KIT, PDGFRA, FLT3	RTK signaling
NpCpG	293	0.826398218242862	0.977522294014397	0.797327745225282	1.19844046694397	0.0109213144756504	0.934443214974261	Amuvatinib	KIT, PDGFRA, FLT3	RTK signaling
MMR	293	0.271688393471933	0.926190155368637	0.807608082704134	1.06218377734593	0.0293249691123314	0.386823721385964	Amuvatinib	KIT, PDGFRA, FLT3	RTK signaling
EPP2	293	0.812388822994952	1.02118060512398	0.858436704638203	1.21477777295284	0.0119057460867587	0.97011631765142	Amuvatinib	KIT, PDGFRA, FLT3	RTK signaling
EPP1	294	0.233656823843683	1.13931676348649	0.917619143831562	1.41457672966727	-0.0594237356025629	0.848978355903574	MPS-1-IN-1	MPS1	Mitosis
Tobacco	294	0.878342535116293	0.990655560124549	0.878103730042261	1.11763383439728	0.0533777218762151	0.973046877085668	MPS-1-IN-1	MPS1	Mitosis
APOBEC	294	0.444923538562626	0.941760716362842	0.807022365633863	1.09899463094513	0.0339554487501554	0.966239807409131	MPS-1-IN-1	MPS1	Mitosis
NpCpG	294	0.639291635898304	0.96225035090704	0.818860198619576	1.1307494727203	0.0534670076835158	0.819447460882092	MPS-1-IN-1	MPS1	Mitosis
MMR	294	0.0347762958917748	0.884003208627365	0.788426562016216	0.991166090174678	0.0720374263567523	0.0967688233510254	MPS-1-IN-1	MPS1	Mitosis
EPP2	294	0.825867355063823	0.985101175180324	0.861450002765188	1.12650104153075	0.0606732421274419	0.97011631765142	MPS-1-IN-1	MPS1	Mitosis
EPP1	295	0.496639306029209	1.08739567661013	0.851674982427226	1.38835750950504	-0.0726218723325662	0.943967525706146	NVP-BHG712	EPHB4	RTK signaling
Tobacco	295	0.544376414327548	0.962869827162759	0.851690885757359	1.08856196486829	0.0248291533017325	0.816495243972203	NVP-BHG712	EPHB4	RTK signaling
APOBEC	295	0.610254450262695	1.04109420375348	0.891296121441086	1.21606850407544	0.0362956062193158	0.990524187117137	NVP-BHG712	EPHB4	RTK signaling
NpCpG	295	0.257573844549604	0.909739475062004	0.772068716109932	1.07195887518417	0.0307789714326698	0.49693040315692	NVP-BHG712	EPHB4	RTK signaling
MMR	295	0.0866249136320956	0.905029302198742	0.807339981359788	1.01453917401537	0.0496197673515343	0.183575975909077	NVP-BHG712	EPHB4	RTK signaling
EPP2	295	0.515792078599211	0.954435020734351	0.828888594009064	1.09899715762553	0.0324993691594722	0.97011631765142	NVP-BHG712	EPHB4	RTK signaling
EPP1	298	0.660842032582652	1.03698470780734	0.879921658926467	1.22208298127156	-0.0550699082155341	0.964621198143617	OSI-930	KIT	RTK signaling
Tobacco	298	0.0122237922766918	0.898625194233378	0.826688102209865	0.97682213830383	0.0643101275785792	0.226923479756614	OSI-930	KIT	RTK signaling
APOBEC	298	0.00145538888141765	0.84716059880242	0.765358643780956	0.937705592005665	0.0812625401435108	0.465724442053647	OSI-930	KIT	RTK signaling
NpCpG	298	0.0645598193515761	0.900506534152381	0.805764786425932	1.00638800765672	0.0618738941006139	0.261508129019043	OSI-930	KIT	RTK signaling
MMR	298	0.00687976745827454	0.898844092194162	0.832119531273637	0.970919046733283	0.0687614015562849	0.0366679798954567	OSI-930	KIT	RTK signaling
EPP2	298	0.657579280233012	1.02141426316133	0.929814960410046	1.12203733152381	0.0475561320832496	0.97011631765142	OSI-930	KIT	RTK signaling
EPP1	299	0.0677175034774214	0.712067142629048	0.494339406412815	1.02569127412124	0.0788380908366971	0.780153582266631	OSI-027	MTORC1, MTORC2	PI3K/MTOR signaling
Tobacco	299	0.360979477862793	1.10038460998476	0.895733700081622	1.35179271448755	0.036877288057595	0.722929167945602	OSI-027	MTORC1, MTORC2	PI3K/MTOR signaling
APOBEC	299	0.89266467940039	1.01824123507429	0.782390803679614	1.32518839425187	0.0322467676537315	0.994324736052558	OSI-027	MTORC1, MTORC2	PI3K/MTOR signaling
NpCpG	299	0.819803070045954	0.96826366629854	0.733049309824515	1.27895151787037	0.0317888666789136	0.934443214974261	OSI-027	MTORC1, MTORC2	PI3K/MTOR signaling
MMR	299	0.334874060700317	0.908324428887176	0.746751290619105	1.10485683584047	0.0315296692153623	0.448366943197077	OSI-027	MTORC1, MTORC2	PI3K/MTOR signaling
EPP2	299	0.552500559922894	0.931778058092508	0.737527596612632	1.17719032281669	0.0308752485640892	0.97011631765142	OSI-027	MTORC1, MTORC2	PI3K/MTOR signaling
EPP1	300	0.194770465431535	0.818009981048854	0.602427687915375	1.1107396663839	-0.0228810719983015	0.830407215421263	CX-5461	RNA Polymerase 1	Other
Tobacco	300	0.162336773601348	0.889535461353342	0.754636074848865	1.04854957691173	0.0158267053195137	0.552635825025865	CX-5461	RNA Polymerase 1	Other
APOBEC	300	0.190607898763279	0.867521011944724	0.700928547104494	1.07370816793599	0.0198704139194663	0.892949074100238	CX-5461	RNA Polymerase 1	Other
NpCpG	300	0.433535929300703	0.914733989315163	0.731456653552766	1.14393418549726	0.00845500890214523	0.654393855548231	CX-5461	RNA Polymerase 1	Other
MMR	300	0.027806908253123	0.839547855076826	0.718506813311859	0.980979703887891	0.0345237461518856	0.0837815913951869	CX-5461	RNA Polymerase 1	Other
EPP2	300	0.375859107276627	0.919565802352584	0.763458587318944	1.10759283987606	0.00691298760677428	0.97011631765142	CX-5461	RNA Polymerase 1	Other
EPP1	301	0.191866027734202	0.802108163745531	0.574604879587394	1.11968681297871	-0.0430898311492276	0.830407215421263	PHA-793887	CDK2, CDK7, CDK5	Cell cycle
Tobacco	301	0.770787790114896	0.974758740262847	0.820287377561812	1.15831917899677	0.020400491367177	0.933012528939623	PHA-793887	CDK2, CDK7, CDK5	Cell cycle
APOBEC	301	0.73198824342576	0.963201184759351	0.776644401233656	1.19457054071095	0.0215295505359908	0.994324736052558	PHA-793887	CDK2, CDK7, CDK5	Cell cycle
NpCpG	301	0.1466436635137	0.843508129198715	0.670123266435682	1.06175385882174	0.0411454814038262	0.36949584507389	PHA-793887	CDK2, CDK7, CDK5	Cell cycle
MMR	301	0.00916368367671814	0.808962900436471	0.689980845120909	0.94846252459068	0.0576601187649041	0.0430228636924018	PHA-793887	CDK2, CDK7, CDK5	Cell cycle
EPP2	301	0.0472065814040752	0.822952300217268	0.678890208391441	0.997584705246472	0.0428321151776087	0.97011631765142	PHA-793887	CDK2, CDK7, CDK5	Cell cycle
EPP1	302	0.81343279286662	1.04648923735755	0.714015699809413	1.53377541165763	0.0823128386522872	0.984523882549489	PI-103	PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2	Other, kinases
Tobacco	302	0.963668834015361	1.00518673455497	0.803994114838228	1.25672607880792	0.0527037808306494	0.98685380122753	PI-103	PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2	Other, kinases
APOBEC	302	0.335424058184726	0.873851041051651	0.663687570759309	1.15056492782202	0.0380016315104336	0.959349061735898	PI-103	PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2	Other, kinases
NpCpG	302	0.263095846644395	0.846179218318559	0.63120294790886	1.13437250552511	0.0643810328619351	0.49693040315692	PI-103	PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2	Other, kinases
MMR	302	0.0377514717938831	0.804705281222201	0.655612502071434	0.98770323564749	0.0746823569576242	0.102376872661378	PI-103	PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2	Other, kinases
EPP2	302	0.755444253556613	0.961596532394332	0.751024028095786	1.23120946403977	0.056238184210662	0.97011631765142	PI-103	PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2	Other, kinases
EPP1	303	0.826234254669796	1.02590601499476	0.814078734498781	1.29285179307678	-0.0135468482930443	0.984523882549489	PIK-93	PI3Kgamma	PI3K/MTOR signaling
Tobacco	303	0.548582742043824	1.04120896987676	0.912153142584661	1.18852423824348	0.0514353944402594	0.816495243972203	PIK-93	PI3Kgamma	PI3K/MTOR signaling
APOBEC	303	0.586330168184286	0.954992147165648	0.808603500283311	1.12788282616698	0.0733463434293149	0.978801314786528	PIK-93	PI3Kgamma	PI3K/MTOR signaling
NpCpG	303	0.36460175825143	0.921931222818268	0.773051225975756	1.09948364487018	0.0549544095755226	0.595268176737028	PIK-93	PI3Kgamma	PI3K/MTOR signaling
MMR	303	0.0545221415112185	0.884813753330469	0.781028026527732	1.00239088930435	0.059228171174673	0.128287391791102	PIK-93	PI3Kgamma	PI3K/MTOR signaling
EPP2	303	0.553348585774141	0.95567876649479	0.822305897432324	1.11068388002674	0.0648128785423293	0.97011631765142	PIK-93	PI3Kgamma	PI3K/MTOR signaling
EPP1	304	0.64097316137633	0.954765074079512	0.784091567768921	1.16258914666802	0.0854946693829421	0.960844878393259	SB52334	ALK5	Other, kinases
Tobacco	304	0.69359317456667	1.0235457933932	0.911315011957323	1.14959808345831	0.0197582814425057	0.880753237544978	SB52334	ALK5	Other, kinases
APOBEC	304	0.296140061346262	0.922179056247361	0.791856408307819	1.07395002788269	0.0167273420470502	0.928623084910665	SB52334	ALK5	Other, kinases
NpCpG	304	0.364374327041219	1.07660561286438	0.917550933763653	1.26323193950305	0.0283116470702475	0.595268176737028	SB52334	ALK5	Other, kinases
MMR	304	0.594699620844398	0.970680759108057	0.869634413762879	1.08346808864846	0.0373441963208334	0.67723800238508	SB52334	ALK5	Other, kinases
EPP2	304	0.559856237864318	0.96085336459742	0.839842209046518	1.09930077139889	0.0216230223686986	0.97011631765142	SB52334	ALK5	Other, kinases
EPP1	305	0.899742508240109	1.01463979599277	0.80694806203802	1.27578708475013	-0.0265066745659333	0.984523882549489	TPCA-1	IKK2	Other, kinases
Tobacco	305	0.399292561062699	1.05754225497952	0.928212948854519	1.20489120782827	0.0265702710443854	0.756056920355407	TPCA-1	IKK2	Other, kinases
APOBEC	305	0.80500358704747	0.978774829812327	0.825019383882893	1.16118504145369	0.046363396520538	0.994324736052558	TPCA-1	IKK2	Other, kinases
NpCpG	305	0.662907640078525	0.960947342683649	0.802962244298721	1.15001645714644	0.0409287762689526	0.828634550098156	TPCA-1	IKK2	Other, kinases
MMR	305	0.12199156397227	0.905516176635455	0.798373590974076	1.0270374113303	0.0376895332851415	0.22904356823986	TPCA-1	IKK2	Other, kinases
EPP2	305	0.805538888494791	0.980972676492884	0.841467169125154	1.14360658066564	0.0364166264685207	0.97011631765142	TPCA-1	IKK2	Other, kinases
EPP1	306	0.891911491070526	1.01835233431058	0.780735678227458	1.32828754432006	-0.0692441171569973	0.984523882549489	Fedratinib	JAK2	Other, kinases
Tobacco	306	0.627852824401438	1.03494731025065	0.900357847726246	1.1896557993025	-0.00901951355636421	0.851379972307704	Fedratinib	JAK2	Other, kinases
APOBEC	306	0.249992527795803	1.10619029129571	0.931077416413403	1.31423761223909	0.021753459900509	0.892949074100238	Fedratinib	JAK2	Other, kinases
NpCpG	306	0.304521911644634	0.908494913042137	0.756132436233328	1.09155878980008	0.010957285606866	0.532497331837611	Fedratinib	JAK2	Other, kinases
MMR	306	0.103295212778243	0.899556658846974	0.791897590230731	1.02185205821899	0.0175297811351467	0.20646309327936	Fedratinib	JAK2	Other, kinases
EPP2	306	0.254374979548268	0.914211425314698	0.783300787761882	1.06700075275553	0.0277494828628662	0.97011631765142	Fedratinib	JAK2	Other, kinases
EPP1	308	0.220356728951425	1.13616887895981	0.924859425518824	1.39575776155674	0.182126657413029	0.830407215421263	Foretinib	MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR	RTK signaling
Tobacco	308	0.0445319660786443	1.12949807590672	1.00299931876246	1.27195091722602	0.159005266983915	0.331400677794562	Foretinib	MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR	RTK signaling
APOBEC	308	0.164507445269651	1.11992892082332	0.954365837747866	1.31421383508055	0.184786298664997	0.892949074100238	Foretinib	MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR	RTK signaling
NpCpG	308	0.837572646504025	0.982691335128977	0.83120561745365	1.16178505036561	0.170596268029152	0.938528096771822	Foretinib	MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR	RTK signaling
MMR	308	0.386514469365174	0.949124899870806	0.843092530341074	1.06849253567735	0.175270014142703	0.494738520787423	Foretinib	MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR	RTK signaling
EPP2	308	0.428243701140592	1.05907932996526	0.918537965513517	1.22112429673235	0.184767861154388	0.97011631765142	Foretinib	MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR	RTK signaling
EPP1	309	0.284920560127258	0.908181288156802	0.759988786076716	1.08527029249467	0.119445941850624	0.868329326102119	Y-39983	ROCK	Cytoskeleton
Tobacco	309	0.104397606142729	0.912250484165023	0.816440399597331	1.01930397646878	0.0267421460260925	0.457633341995524	Y-39983	ROCK	Cytoskeleton
APOBEC	309	0.92495059134578	1.00680156298424	0.873942808984626	1.15985780397369	0.0405485258947779	0.994324736052558	Y-39983	ROCK	Cytoskeleton
NpCpG	309	0.0219409019214704	0.838530490575934	0.721389726920725	0.974692814973765	0.0409277460105765	0.180732622350413	Y-39983	ROCK	Cytoskeleton
MMR	309	0.000690035328075927	0.831013134092127	0.747224521882751	0.924197224274153	0.0544852242014254	0.0116216476307525	Y-39983	ROCK	Cytoskeleton
EPP2	309	0.34950450440909	0.942059937195074	0.831087546807736	1.0678501063779	0.0292653336541498	0.97011631765142	Y-39983	ROCK	Cytoskeleton
EPP1	310	0.510710144342528	0.939464864568044	0.778277876002598	1.1340348466425	0.0343410603132038	0.943967525706146	YM201636	PIKFYVE	PI3K/MTOR signaling
Tobacco	310	0.869394181275564	1.00938953532063	0.90265406351744	1.12874607803183	0.0195631293224748	0.973046877085668	YM201636	PIKFYVE	PI3K/MTOR signaling
APOBEC	310	0.521802796541199	0.955721046639065	0.831698775300106	1.09823742214756	0.0369656368950861	0.978801314786528	YM201636	PIKFYVE	PI3K/MTOR signaling
NpCpG	310	0.888322865456918	0.989422843193904	0.852588216779949	1.14821849911465	0.0353799713529259	0.960349043737208	YM201636	PIKFYVE	PI3K/MTOR signaling
MMR	310	0.0327386415546499	0.893219026114966	0.805317823497579	0.990714728190997	0.0487472100524765	0.0918979412060349	YM201636	PIKFYVE	PI3K/MTOR signaling
EPP2	310	0.489367578229158	0.95740022864265	0.845959361971422	1.08352154844521	0.0433970253420504	0.97011631765142	YM201636	PIKFYVE	PI3K/MTOR signaling
EPP1	312	0.907808136837682	1.00609906084561	0.906497886003203	1.11664388396692	0.0651937186974393	0.984523882549489	Tivozanib	VEGFR1, VEGFR2, VEGFR3	RTK signaling
Tobacco	312	0.591013677141678	0.984162115094455	0.92832888891849	1.04335336360758	0.061419502242942	0.84809137527057	Tivozanib	VEGFR1, VEGFR2, VEGFR3	RTK signaling
APOBEC	312	0.948774393023602	1.00236336986001	0.932486058718436	1.07747704734372	0.0760425531442354	0.994324736052558	Tivozanib	VEGFR1, VEGFR2, VEGFR3	RTK signaling
NpCpG	312	0.0703553293361629	0.930383347709174	0.860410180087948	1.00604710837574	0.0806288503494478	0.27455738277527	Tivozanib	VEGFR1, VEGFR2, VEGFR3	RTK signaling
MMR	312	0.00200619178964316	0.91958340680494	0.872155679219384	0.969590248873754	0.0902991275973571	0.021805349967234	Tivozanib	VEGFR1, VEGFR2, VEGFR3	RTK signaling
EPP2	312	0.345755393865696	0.968812645559125	0.906920168951848	1.03492895441948	0.0814133993839727	0.97011631765142	Tivozanib	VEGFR1, VEGFR2, VEGFR3	RTK signaling
EPP1	317	0.260190543703748	0.821094571805504	0.58081767462663	1.1607709704803	0.0535710942689216	0.867301812345828	WYE-125132	mTOR	PI3K/MTOR signaling
Tobacco	317	0.875959637299631	1.01433455485552	0.84783607617176	1.21353008923568	0.172670989845184	0.973046877085668	WYE-125132	mTOR	PI3K/MTOR signaling
APOBEC	317	0.521074843219775	0.927269796788518	0.735745177105111	1.16865091718213	0.15165996849162	0.978801314786528	WYE-125132	mTOR	PI3K/MTOR signaling
NpCpG	317	0.43328923748856	0.907967791845531	0.712736056406293	1.15667715084544	0.14988682383388	0.654393855548231	WYE-125132	mTOR	PI3K/MTOR signaling
MMR	317	0.315222864765859	0.916956556231178	0.773939653434791	1.08640166230504	0.150889507639564	0.431074003098611	WYE-125132	mTOR	PI3K/MTOR signaling
EPP2	317	0.213585837013	0.878891785166198	0.716844746587466	1.07757052515189	0.157436750089404	0.97011631765142	WYE-125132	mTOR	PI3K/MTOR signaling
EPP1	326	0.00247142347514859	0.656988264684581	0.50296542816802	0.858177432801735	0.203386584868231	0.255486316575309	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling
Tobacco	326	0.363723737622631	0.937261790278383	0.814675106393191	1.0782944717742	0.164742017817717	0.722929167945602	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling
APOBEC	326	0.0803610401706656	0.85699561203537	0.720780311066878	1.01895330348408	0.144835534605454	0.892949074100238	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling
NpCpG	326	0.172074860553224	0.877180589555465	0.726578629548422	1.05899864846162	0.161946280380277	0.405262015898948	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling
MMR	326	8.57137965164716e-05	0.764864558000786	0.669909048625244	0.873279429926023	0.178031182491135	0.00777992967894459	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling
EPP2	326	0.00320439480456379	0.793358341816212	0.680573540878375	0.924833865443869	0.163302910592352	0.97011631765142	GSK690693	AKT1, AKT2, AKT3	PI3K/MTOR signaling
EPP1	328	0.543120067672416	1.10615323720977	0.795996761584261	1.53716075647643	0.0692658851590533	0.943967525706146	SNX-2112	HSP90	Protein stability and degradation
Tobacco	328	0.432757528062176	0.923498775987366	0.756556665063036	1.12727840310429	0.0689401883748595	0.773778592017932	SNX-2112	HSP90	Protein stability and degradation
APOBEC	328	0.634812848202311	0.940294851625832	0.728748543326807	1.21325032631667	0.0441749236525891	0.992082235890569	SNX-2112	HSP90	Protein stability and degradation
NpCpG	328	0.176190978971119	0.832559277683559	0.638135459360276	1.08621914154692	0.0526137406501146	0.405262015898948	SNX-2112	HSP90	Protein stability and degradation
MMR	328	0.0572013134933459	0.833513439375722	0.690861133722101	1.00562127424497	0.0670333492836672	0.132640726941092	SNX-2112	HSP90	Protein stability and degradation
EPP2	328	0.781048350954544	0.968409125388398	0.771717558843476	1.21523246865209	0.0387093237438463	0.97011631765142	SNX-2112	HSP90	Protein stability and degradation
EPP1	329	0.962145739126485	1.00483525787573	0.821220085751321	1.22950462730881	0.0765214783498807	0.984523882549489	QL-XI-92	DDR1	Cytoskeleton
Tobacco	329	0.688735077580606	1.02095186240031	0.922157907267508	1.13032995447306	0.0549898633661495	0.880753237544978	QL-XI-92	DDR1	Cytoskeleton
APOBEC	329	0.846033769029373	0.987036148083771	0.864847580359621	1.12648792659967	0.0436883238096932	0.994324736052558	QL-XI-92	DDR1	Cytoskeleton
NpCpG	329	0.655185814145742	0.969436475885331	0.845647519258386	1.11134610978479	0.0648263722794119	0.825430946955266	QL-XI-92	DDR1	Cytoskeleton
MMR	329	0.103257805419259	0.923972013438233	0.840057831078241	1.01626846394768	0.0746778429223215	0.20646309327936	QL-XI-92	DDR1	Cytoskeleton
EPP2	329	0.892708700491334	1.00794946002453	0.898085991383112	1.13125260132284	0.0579764595118745	0.976371536024146	QL-XI-92	DDR1	Cytoskeleton
EPP1	330	0.426047917540886	0.925991086283397	0.76469403301248	1.12131055671819	-0.087356716390141	0.923069495044961	XMD13-2	RIPK1	Apoptosis regulation
Tobacco	330	0.667696156890866	0.976164650275359	0.874064132261177	1.09019165674045	0.0284361284565541	0.869832017732736	XMD13-2	RIPK1	Apoptosis regulation
APOBEC	330	0.985993762934168	0.998739288883193	0.867111717390769	1.15034792767007	-0.0037845083611654	0.994324736052558	XMD13-2	RIPK1	Apoptosis regulation
NpCpG	330	0.582750896242116	0.959235666074594	0.826546094318509	1.11322655735035	0.0110040719592929	0.793533135308413	XMD13-2	RIPK1	Apoptosis regulation
MMR	330	0.0263138842512823	0.889364330976093	0.802034839834325	0.986202685878262	0.0287636960292168	0.0809657976962531	XMD13-2	RIPK1	Apoptosis regulation
EPP2	330	0.271364795154762	0.932471569207394	0.823031981721929	1.05646347491982	0.022316162779413	0.97011631765142	XMD13-2	RIPK1	Apoptosis regulation
EPP1	331	0.328397790921561	0.865834983602218	0.646732738403297	1.15916540838847	0.0224017630629859	0.890366822941763	QL-X-138	BTK	Other, kinases
Tobacco	331	0.207673679651885	1.10356042476234	0.946448268377488	1.28675348858676	0.0384466917185259	0.596097100696206	QL-X-138	BTK	Other, kinases
APOBEC	331	0.717997186187402	0.96457775143414	0.792589492950629	1.17388666748286	0.0146962686726876	0.994324736052558	QL-X-138	BTK	Other, kinases
NpCpG	331	0.481823784286153	0.928500920107961	0.754703721620636	1.14232106447023	0.0352343504692275	0.685260493206973	QL-X-138	BTK	Other, kinases
MMR	331	0.201224325457434	0.910660184388856	0.788716179541493	1.05145804402446	0.0325146031315977	0.317200907125019	QL-X-138	BTK	Other, kinases
EPP2	331	0.114903318616715	0.870290758372959	0.732105396266357	1.03455869601843	0.032552008533377	0.97011631765142	QL-X-138	BTK	Other, kinases
EPP1	332	0.770209760575724	1.02024509921943	0.890337927015126	1.16910673003777	0.0227312820477624	0.984523882549489	XMD15-27	CAMK2	Other, kinases
Tobacco	332	0.502971578225352	0.975817974609691	0.908178263790263	1.04849538635431	0.0277043754076107	0.795462061933802	XMD15-27	CAMK2	Other, kinases
APOBEC	332	0.73941651607099	1.01553516995776	0.927073298449693	1.11243812452128	0.0761296276162883	0.994324736052558	XMD15-27	CAMK2	Other, kinases
NpCpG	332	0.17821138024279	0.935866607849049	0.84965263429003	1.03082868497047	0.0659331275548429	0.405262015898948	XMD15-27	CAMK2	Other, kinases
MMR	332	0.0033350360296899	0.9054182088201	0.847501291476584	0.967293078025532	0.0881825435942132	0.0264595792355442	XMD15-27	CAMK2	Other, kinases
EPP2	332	0.721827158315149	0.985326305413203	0.908099116499685	1.06912110198003	0.0659892838060477	0.97011631765142	XMD15-27	CAMK2	Other, kinases
EPP1	333	0.864975137356703	1.01185413063561	0.881791665298665	1.16110054333249	0.0266219587295762	0.984523882549489	T0901317	LXR, FXR	Other
Tobacco	333	0.000170892823002218	0.855588992182751	0.789320398437394	0.927421266438179	0.0899666282760521	0.0546857033607097	T0901317	LXR, FXR	Other
APOBEC	333	0.985137836984477	1.00096646084842	0.903913185885544	1.10844035841985	0.0650898137838142	0.994324736052558	T0901317	LXR, FXR	Other
NpCpG	333	0.0637489651642323	0.899721633917318	0.804593678844613	1.00609666695527	0.0544652243616913	0.261508129019043	T0901317	LXR, FXR	Other
MMR	333	0.00216379918380638	0.883568430841984	0.816640399536249	0.955981570865098	0.0801325760434638	0.021805349967234	T0901317	LXR, FXR	Other
EPP2	333	0.700234498142739	0.981744380133405	0.893604185119558	1.07857823852355	0.0545320331328251	0.97011631765142	T0901317	LXR, FXR	Other
EPP1	341	0.884217627537327	1.00914201554881	0.891394468954639	1.14244326503415	0.00488592545373989	0.984523882549489	Selisistat	SIRT1	Chromatin histone acetylation
Tobacco	341	0.630553291990393	0.984825008713505	0.925150676783359	1.04834847136438	0.0466325101909042	0.851379972307704	Selisistat	SIRT1	Chromatin histone acetylation
APOBEC	341	0.311002166964922	0.96018560939719	0.887429276453931	1.03890690667485	0.0659956794882672	0.9388744663092	Selisistat	SIRT1	Chromatin histone acetylation
NpCpG	341	0.265068245977826	0.954835106499782	0.880156510743259	1.03584995336175	0.0594244968148924	0.49693040315692	Selisistat	SIRT1	Chromatin histone acetylation
MMR	341	0.0112631156227303	0.9287903965328	0.877318039421305	0.983282643157065	0.0768160411334134	0.0487053648550498	Selisistat	SIRT1	Chromatin histone acetylation
EPP2	341	0.798218746239842	1.00913372330521	0.940990771071658	1.08221132748419	0.05936019113596	0.97011631765142	Selisistat	SIRT1	Chromatin histone acetylation
EPP1	342	0.80525026460156	1.02309414633258	0.851302515763322	1.2295530823393	0.00720420303910374	0.984523882549489	Tenovin-6	SIRT	Chromatin histone acetylation
Tobacco	342	0.879470279438727	0.992001589125628	0.893897216197879	1.10087282407414	0.110343657099348	0.973046877085668	Tenovin-6	SIRT	Chromatin histone acetylation
APOBEC	342	0.225478761640304	0.922172223388313	0.808707665572311	1.05155626166487	0.153357295554855	0.892949074100238	Tenovin-6	SIRT	Chromatin histone acetylation
NpCpG	342	0.386660171367359	0.943121492911105	0.825755289010542	1.07716918344742	0.114629036229537	0.612530964542351	Tenovin-6	SIRT	Chromatin histone acetylation
MMR	342	0.724561059958694	0.983055540069895	0.893667994101658	1.0813839157724	0.12630177973396	0.765213000616442	Tenovin-6	SIRT	Chromatin histone acetylation
EPP2	342	0.518803578290215	0.962364605722047	0.856232911449419	1.08165152490902	0.129339766352284	0.97011631765142	Tenovin-6	SIRT	Chromatin histone acetylation
EPP1	344	0.900954571929447	1.01995837437999	0.744041614403939	1.39819475863765	0.359059360044612	0.984523882549489	THZ-2-49	CDK9	Cell cycle
Tobacco	344	0.262252575717426	0.899792898723033	0.74781177843603	1.08266181937606	0.224609149445192	0.654729881856381	THZ-2-49	CDK9	Cell cycle
APOBEC	344	0.545008351994597	0.932135403320688	0.741881653986323	1.17117926485326	0.25893275970819	0.978801314786528	THZ-2-49	CDK9	Cell cycle
NpCpG	344	0.111043026682254	0.816901806187093	0.636845359937	1.04786593878575	0.259685839247105	0.332091294750666	THZ-2-49	CDK9	Cell cycle
MMR	344	0.0388459622174756	0.825878150643359	0.68883538436531	0.990185369670804	0.253934895125143	0.10273312321977	THZ-2-49	CDK9	Cell cycle
EPP2	344	0.614467799469875	0.948318228289873	0.77094500084655	1.16650015386226	0.241650947058634	0.97011631765142	THZ-2-49	CDK9	Cell cycle
EPP1	345	0.620987133947337	0.969021931542666	0.854085043582392	1.09942623497082	0.0481663078623275	0.955364821457442	KIN001-270	CDK9	Cell cycle
Tobacco	345	0.4760407361166	0.974072983290884	0.905999245127821	1.04726155333975	0.0846190061052676	0.788067012099753	KIN001-270	CDK9	Cell cycle
APOBEC	345	0.235074685936137	0.946009740987961	0.863021322049258	1.03697835404469	0.0886046461812224	0.892949074100238	KIN001-270	CDK9	Cell cycle
